The document id, The normalized weight of the word in the document
376.html, 0.004
379.html, 0.043
380.html, 0.092
381.html, 0.045
382.html, 0.037
383.html, 0.041
385.html, 0.061
386.html, 0.218
387.html, 0.031
388.html, 0.265
390.html, 0.062
395.html, 0.045
396.html, 0.042
419.html, 0.033
423.html, 0.025
426.html, 0.030
500.html, 0.054
027.html, 0.012
029.html, 0.143
062.html, 0.210
095.html, 0.064
156.html, 0.019
161.html, 0.047
212.html, 0.124
234.html, 0.032
237.html, 0.044
243.html, 0.014
248.html, 0.040
249.html, 0.011
260.html, 0.017
267.html, 0.026
269.html, 0.016
282.html, 0.032
283.html, 0.100
285.html, 0.033
289.html, 0.010
290.html, 0.031
295.html, 0.036
301.html, 0.024
304.html, 0.021
307.html, 0.012
308.html, 0.065
309.html, 0.022
311.html, 0.046
323.html, 0.020
333.html, 0.039
335.html, 0.030
348.html, 0.006
358.html, 0.006
363.html, 0.006
378.html, 0.240
379.html, 0.026
380.html, 0.112
381.html, 0.014
382.html, 0.044
383.html, 0.025
385.html, 0.223
386.html, 0.166
388.html, 0.043
390.html, 0.015
393.html, 0.018
395.html, 0.028
397.html, 0.034
076.html, 1.000
019.html, 0.127
076.html, 1.500
235.html, 0.277
280.html, 0.204
007.html, 0.367
029.html, 0.050
041.html, 1.078
043.html, 0.009
067.html, 0.329
076.html, 0.136
082.html, 0.053
095.html, 0.134
137.html, 0.094
152.html, 0.025
198.html, 0.246
249.html, 0.024
256.html, 0.064
326.html, 0.093
331.html, 0.058
339.html, 0.012
347.html, 0.013
381.html, 0.057
433.html, 0.003
435.html, 0.003
437.html, 0.008
501.html, 0.082
070.html, 0.684
161.html, 0.871
272.html, 0.202
308.html, 0.149
333.html, 0.091
501.html, 1.803
461.html, 0.177
462.html, 0.109
464.html, 0.333
465.html, 0.821
467.html, 1.597
469.html, 0.489
498.html, 0.171
282.html, 0.246
289.html, 0.241
355.html, 0.494
082.html, 0.107
156.html, 0.078
174.html, 0.274
197.html, 0.140
212.html, 1.039
264.html, 0.170
333.html, 0.082
363.html, 0.151
369.html, 0.022
376.html, 0.022
377.html, 0.023
027.html, 0.008
040.html, 0.026
043.html, 0.006
067.html, 0.057
074.html, 0.035
095.html, 0.093
137.html, 0.131
146.html, 0.017
150.html, 0.027
154.html, 0.027
156.html, 0.014
173.html, 0.166
181.html, 0.007
183.html, 0.160
188.html, 0.057
193.html, 0.140
198.html, 0.086
203.html, 0.170
207.html, 0.031
213.html, 0.077
219.html, 0.071
233.html, 0.018
234.html, 0.023
235.html, 0.018
240.html, 0.022
243.html, 0.021
244.html, 0.017
246.html, 0.019
247.html, 0.016
249.html, 0.025
252.html, 0.017
254.html, 0.056
256.html, 0.022
260.html, 0.025
262.html, 0.037
264.html, 0.030
272.html, 0.016
277.html, 0.017
281.html, 0.013
286.html, 0.019
289.html, 0.023
290.html, 0.023
295.html, 0.026
297.html, 0.058
333.html, 0.029
349.html, 0.008
365.html, 0.004
369.html, 0.004
379.html, 0.038
380.html, 0.082
381.html, 0.010
382.html, 0.032
383.html, 0.009
384.html, 0.037
385.html, 0.014
392.html, 0.013
394.html, 0.017
408.html, 0.028
419.html, 0.030
426.html, 0.027
427.html, 0.026
446.html, 0.026
447.html, 0.094
454.html, 0.471
459.html, 0.225
461.html, 0.621
462.html, 0.380
463.html, 6.210
498.html, 1.200
459.html, 2.119
461.html, 0.532
462.html, 1.196
463.html, 1.065
474.html, 0.659
492.html, 0.625
498.html, 0.686
437.html, 0.086
435.html, 0.037
437.html, 0.043
008.html, 1.113
152.html, 0.270
304.html, 0.864
380.html, 0.184
152.html, 0.270
235.html, 0.277
282.html, 0.246
308.html, 0.187
002.html, 0.182
152.html, 0.135
317.html, 1.057
322.html, 0.556
433.html, 0.015
434.html, 0.018
435.html, 0.018
436.html, 0.023
433.html, 0.031
436.html, 0.047
019.html, 0.022
076.html, 0.043
082.html, 0.102
133.html, 0.098
139.html, 0.141
179.html, 0.032
242.html, 0.116
243.html, 0.029
281.html, 0.071
283.html, 0.050
292.html, 0.070
295.html, 0.145
301.html, 0.049
307.html, 0.047
309.html, 0.022
331.html, 0.056
339.html, 0.011
379.html, 0.210
380.html, 0.192
382.html, 0.119
385.html, 0.260
391.html, 0.113
394.html, 0.046
484.html, 2.634
037.html, 0.031
137.html, 0.018
159.html, 0.059
173.html, 0.269
179.html, 0.019
183.html, 0.258
193.html, 0.226
195.html, 0.090
203.html, 0.274
204.html, 0.118
213.html, 0.124
234.html, 0.019
243.html, 0.017
249.html, 0.013
280.html, 0.021
282.html, 0.025
285.html, 0.039
286.html, 0.030
289.html, 0.062
292.html, 0.041
298.html, 0.010
300.html, 0.058
309.html, 0.013
320.html, 0.070
321.html, 0.062
363.html, 0.007
369.html, 0.006
380.html, 0.019
383.html, 0.074
385.html, 0.044
390.html, 0.071
394.html, 0.027
397.html, 0.040
447.html, 0.153
458.html, 0.116
460.html, 0.099
461.html, 0.032
462.html, 0.020
492.html, 0.028
269.html, 0.363
326.html, 0.509
066.html, 1.280
453.html, 8.863
001.html, 0.084
398.html, 0.059
399.html, 0.176
400.html, 0.178
401.html, 0.087
402.html, 0.258
403.html, 0.086
404.html, 0.257
405.html, 0.086
406.html, 0.257
407.html, 0.085
408.html, 0.088
409.html, 0.257
410.html, 0.029
411.html, 0.176
412.html, 0.058
413.html, 0.176
414.html, 0.086
415.html, 0.255
416.html, 0.086
417.html, 0.255
417.html, 0.255
418.html, 0.086
419.html, 0.093
421.html, 0.085
422.html, 0.257
424.html, 0.258
425.html, 0.085
426.html, 1.009
427.html, 1.021
428.html, 0.305
429.html, 0.087
430.html, 0.257
431.html, 0.086
432.html, 0.255
433.html, 0.003
434.html, 0.004
435.html, 0.004
436.html, 0.002
437.html, 0.004
459.html, 1.349
458.html, 0.647
459.html, 1.541
461.html, 0.532
462.html, 1.196
476.html, 0.365
492.html, 0.469
498.html, 0.171
461.html, 0.621
462.html, 0.761
468.html, 0.623
492.html, 0.273
258.html, 1.031
454.html, 1.413
464.html, 2.329
459.html, 0.337
462.html, 0.190
492.html, 0.547
498.html, 0.300
436.html, 0.093
434.html, 0.073
433.html, 0.020
434.html, 0.024
435.html, 0.024
091.html, 0.188
115.html, 0.325
126.html, 0.430
260.html, 0.121
263.html, 0.652
264.html, 0.144
266.html, 0.088
270.html, 0.145
292.html, 0.062
348.html, 0.020
381.html, 0.048
392.html, 0.064
397.html, 0.060
480.html, 7.859
433.html, 0.015
434.html, 0.018
435.html, 0.018
437.html, 0.022
433.html, 0.020
434.html, 0.024
435.html, 0.024
364.html, 0.194
349.html, 0.485
265.html, 1.458
382.html, 2.499
434.html, 0.024
435.html, 0.073
345.html, 0.259
375.html, 0.256
352.html, 0.339
359.html, 0.242
152.html, 0.034
162.html, 0.731
240.html, 0.044
241.html, 0.554
242.html, 0.167
246.html, 0.075
248.html, 0.115
307.html, 0.034
326.html, 0.064
339.html, 0.016
368.html, 0.017
433.html, 0.008
435.html, 0.005
436.html, 0.006
437.html, 0.005
445.html, 0.085
292.html, 0.807
433.html, 0.061
249.html, 0.032
281.html, 0.051
298.html, 0.051
299.html, 0.219
388.html, 0.062
391.html, 0.163
395.html, 0.158
398.html, 0.074
401.html, 0.073
429.html, 0.073
431.html, 0.072
433.html, 0.004
434.html, 0.005
435.html, 0.005
436.html, 0.006
446.html, 0.103
369.html, 0.239
007.html, 0.207
076.html, 0.333
345.html, 0.086
484.html, 2.634
433.html, 0.031
437.html, 0.043
043.html, 0.067
249.html, 0.173
309.html, 0.169
255.html, 4.657
298.html, 0.404
344.html, 0.250
337.html, 0.230
345.html, 0.130
344.html, 0.250
374.html, 0.353
365.html, 0.229
348.html, 0.255
360.html, 0.236
373.html, 0.122
370.html, 0.224
358.html, 0.103
360.html, 0.047
364.html, 0.039
371.html, 0.062
373.html, 0.146
372.html, 0.271
338.html, 0.111
376.html, 0.122
338.html, 0.221
339.html, 0.263
344.html, 0.250
338.html, 0.055
339.html, 0.022
344.html, 0.021
346.html, 0.019
348.html, 0.021
362.html, 0.026
363.html, 0.023
364.html, 0.016
371.html, 0.026
373.html, 0.041
376.html, 0.020
377.html, 0.021
338.html, 0.025
342.html, 0.027
344.html, 0.028
346.html, 0.025
355.html, 0.027
360.html, 0.026
362.html, 0.034
370.html, 0.025
376.html, 0.027
349.html, 0.485
337.html, 0.230
375.html, 0.128
363.html, 0.278
375.html, 0.256
338.html, 0.111
373.html, 0.122
339.html, 0.790
339.html, 0.263
339.html, 0.263
370.html, 0.224
346.html, 0.228
433.html, 0.061
434.html, 0.036
435.html, 0.037
435.html, 0.073
436.html, 0.093
433.html, 0.020
434.html, 0.024
435.html, 0.024
434.html, 0.073
434.html, 0.073
011.html, 0.073
021.html, 0.195
022.html, 0.044
029.html, 0.250
034.html, 0.308
043.html, 0.018
050.html, 0.459
101.html, 0.061
105.html, 0.088
117.html, 1.089
135.html, 0.457
165.html, 0.953
174.html, 0.137
187.html, 0.282
204.html, 0.210
289.html, 0.022
342.html, 0.011
346.html, 0.010
379.html, 0.055
383.html, 0.026
419.html, 0.085
426.html, 0.076
001.html, 0.080
398.html, 0.084
401.html, 0.083
403.html, 0.082
405.html, 0.082
407.html, 0.081
410.html, 0.082
412.html, 0.083
414.html, 0.082
416.html, 0.082
418.html, 0.082
421.html, 0.081
429.html, 0.083
431.html, 0.082
282.html, 0.985
027.html, 0.100
029.html, 0.034
043.html, 0.056
062.html, 0.151
076.html, 0.062
156.html, 0.027
179.html, 0.023
197.html, 0.096
223.html, 0.044
243.html, 0.021
333.html, 0.014
337.html, 0.014
338.html, 0.021
339.html, 0.008
340.html, 0.016
342.html, 0.008
344.html, 0.008
346.html, 0.007
347.html, 0.009
348.html, 0.024
353.html, 0.010
355.html, 0.008
361.html, 0.008
362.html, 0.010
364.html, 0.012
368.html, 0.009
369.html, 0.030
376.html, 0.015
377.html, 0.008
381.html, 0.020
389.html, 0.028
392.html, 0.026
347.html, 0.276
266.html, 1.148
266.html, 1.723
272.html, 1.012
230.html, 0.887
266.html, 3.445
384.html, 0.774
266.html, 1.148
383.html, 0.289
266.html, 1.148
338.html, 0.027
341.html, 0.021
342.html, 0.010
343.html, 0.013
344.html, 0.020
345.html, 0.010
346.html, 0.009
347.html, 0.011
349.html, 0.019
351.html, 0.016
352.html, 0.014
353.html, 0.013
358.html, 0.021
359.html, 0.010
361.html, 0.010
362.html, 0.062
367.html, 0.026
369.html, 0.010
370.html, 0.009
371.html, 0.012
372.html, 0.011
374.html, 0.014
375.html, 0.020
376.html, 0.010
377.html, 0.010
360.html, 0.118
366.html, 0.657
043.html, 0.010
050.html, 0.206
058.html, 0.107
154.html, 0.081
159.html, 0.110
164.html, 0.175
181.html, 0.021
197.html, 0.073
215.html, 0.132
223.html, 0.067
261.html, 0.142
304.html, 0.024
346.html, 0.011
358.html, 0.012
360.html, 0.011
361.html, 0.012
362.html, 0.029
364.html, 0.037
365.html, 0.011
369.html, 0.011
377.html, 0.012
010.html, 5.133
192.html, 13.972
333.html, 0.454
002.html, 0.015
007.html, 0.039
011.html, 0.033
019.html, 0.011
030.html, 0.093
037.html, 0.025
038.html, 0.060
043.html, 0.008
047.html, 0.078
067.html, 0.075
068.html, 0.142
076.html, 0.083
078.html, 0.088
080.html, 0.094
106.html, 0.096
108.html, 0.109
124.html, 0.094
137.html, 0.043
146.html, 0.066
152.html, 0.011
160.html, 0.058
161.html, 0.045
164.html, 0.076
179.html, 0.046
199.html, 0.070
205.html, 0.089
207.html, 0.041
215.html, 0.058
219.html, 0.093
244.html, 0.022
259.html, 0.041
363.html, 0.012
376.html, 0.005
377.html, 0.005
378.html, 0.033
380.html, 0.046
382.html, 0.057
383.html, 0.024
384.html, 0.024
385.html, 0.018
388.html, 0.021
389.html, 0.057
392.html, 0.017
394.html, 0.022
397.html, 0.033
453.html, 0.046
501.html, 0.038
503.html, 0.115
181.html, 0.218
389.html, 0.452
076.html, 3.000
009.html, 0.447
273.html, 0.986
451.html, 3.067
453.html, 2.770
005.html, 0.102
433.html, 0.246
434.html, 0.157
435.html, 0.183
436.html, 0.187
437.html, 0.288
002.html, 0.074
007.html, 0.025
018.html, 0.302
029.html, 0.022
052.html, 0.054
076.html, 0.041
117.html, 0.489
119.html, 0.023
120.html, 0.128
124.html, 0.046
137.html, 0.014
146.html, 0.021
147.html, 0.069
156.html, 0.035
166.html, 0.068
177.html, 0.226
179.html, 0.030
181.html, 0.009
223.html, 0.029
234.html, 0.045
240.html, 0.014
243.html, 0.014
246.html, 0.025
248.html, 0.037
252.html, 0.021
266.html, 0.023
281.html, 0.017
282.html, 0.010
289.html, 0.010
323.html, 0.018
328.html, 0.022
333.html, 0.009
343.html, 0.013
345.html, 0.005
351.html, 0.004
355.html, 0.015
364.html, 0.004
376.html, 0.005
377.html, 0.005
379.html, 0.049
380.html, 0.015
383.html, 0.024
387.html, 0.035
391.html, 0.053
392.html, 0.017
393.html, 0.017
394.html, 0.043
433.html, 0.001
434.html, 0.001
002.html, 0.049
007.html, 0.041
027.html, 0.036
116.html, 0.894
118.html, 0.047
123.html, 0.424
156.html, 0.057
308.html, 0.050
340.html, 0.017
349.html, 0.032
353.html, 0.021
381.html, 0.042
383.html, 0.039
388.html, 0.066
392.html, 0.110
022.html, 0.040
043.html, 0.008
064.html, 0.081
078.html, 0.176
146.html, 0.175
166.html, 0.416
199.html, 0.422
209.html, 0.132
234.html, 0.031
250.html, 0.065
252.html, 0.044
298.html, 0.017
303.html, 0.022
323.html, 0.038
325.html, 0.038
333.html, 0.038
343.html, 0.013
377.html, 0.011
381.html, 0.026
383.html, 0.096
387.html, 0.071
388.html, 0.041
397.html, 0.065
445.html, 0.113
007.html, 0.155
029.html, 0.275
068.html, 0.850
076.html, 0.500
091.html, 0.305
204.html, 0.577
230.html, 0.333
353.html, 0.039
290.html, 1.421
367.html, 0.065
433.html, 0.025
435.html, 0.015
436.html, 0.019
437.html, 0.017
381.html, 4.710
382.html, 0.682
368.html, 0.279
043.html, 0.201
493.html, 15.242
487.html, 5.467
445.html, 4.078
043.html, 0.033
433.html, 0.020
434.html, 0.024
435.html, 0.024
436.html, 0.016
437.html, 0.029
433.html, 0.031
434.html, 0.036
433.html, 0.061
454.html, 0.246
456.html, 0.754
458.html, 0.394
460.html, 0.168
461.html, 0.054
463.html, 0.162
465.html, 0.125
467.html, 0.486
468.html, 0.217
469.html, 0.298
470.html, 0.673
472.html, 0.465
473.html, 0.240
474.html, 0.201
475.html, 0.143
476.html, 0.222
477.html, 0.616
478.html, 0.267
479.html, 0.141
480.html, 0.342
484.html, 0.115
487.html, 0.238
489.html, 0.475
474.html, 4.615
194.html, 2.836
433.html, 0.015
434.html, 0.018
436.html, 0.023
247.html, 0.259
249.html, 0.130
252.html, 0.263
269.html, 0.181
007.html, 0.041
029.html, 0.073
034.html, 0.090
047.html, 0.125
179.html, 0.049
249.html, 0.035
252.html, 0.140
257.html, 0.211
259.html, 0.131
269.html, 0.048
325.html, 0.061
351.html, 0.013
380.html, 0.049
419.html, 0.124
426.html, 0.112
347.html, 0.276
461.html, 1.242
351.html, 0.197
433.html, 0.031
434.html, 0.036
435.html, 0.037
437.html, 0.022
437.html, 0.086
147.html, 1.120
260.html, 0.787
351.html, 0.197
348.html, 0.255
340.html, 0.259
370.html, 0.224
356.html, 0.620
368.html, 0.279
352.html, 0.339
240.html, 0.233
246.html, 0.402
289.html, 0.161
244.html, 1.079
282.html, 0.493
462.html, 1.522
323.html, 0.453
331.html, 0.321
303.html, 0.525
299.html, 0.437
348.html, 0.127
462.html, 0.761
076.html, 1.000
484.html, 2.634
453.html, 2.216
433.html, 0.020
434.html, 0.024
435.html, 0.049
355.html, 0.247
459.html, 0.450
462.html, 0.507
492.html, 0.364
433.html, 0.031
437.html, 0.043
353.html, 0.314
433.html, 0.015
434.html, 0.018
435.html, 0.018
436.html, 0.023
049.html, 7.290
484.html, 2.634
343.html, 0.023
347.html, 0.039
355.html, 0.018
358.html, 0.037
359.html, 0.017
362.html, 0.022
364.html, 0.014
365.html, 0.016
368.html, 0.020
370.html, 0.032
373.html, 0.017
374.html, 0.050
376.html, 0.017
377.html, 0.018
353.html, 0.314
047.html, 0.469
078.html, 1.057
139.html, 0.811
390.html, 0.173
338.html, 0.028
343.html, 0.040
352.html, 0.042
358.html, 0.065
360.html, 0.059
363.html, 0.035
365.html, 0.057
372.html, 0.034
340.html, 0.129
349.html, 0.485
344.html, 0.125
375.html, 0.128
353.html, 0.052
356.html, 0.103
361.html, 0.041
363.html, 0.046
370.html, 0.037
377.html, 0.042
458.html, 4.532
365.html, 0.229
252.html, 1.050
346.html, 0.076
373.html, 0.081
375.html, 0.085
376.html, 0.243
492.html, 0.547
498.html, 0.600
029.html, 0.220
043.html, 0.020
109.html, 0.493
247.html, 0.103
249.html, 0.052
269.html, 0.073
285.html, 0.152
298.html, 0.040
304.html, 0.049
364.html, 0.019
040.html, 0.548
086.html, 1.133
248.html, 0.612
029.html, 1.098
286.html, 0.592
383.html, 0.578
373.html, 0.243
433.html, 0.031
435.html, 0.037
249.html, 0.173
250.html, 0.522
363.html, 0.093
344.html, 0.042
433.html, 0.082
434.html, 0.073
435.html, 0.086
436.html, 0.062
437.html, 0.086
022.html, 0.965
147.html, 1.120
005.html, 0.068
150.html, 0.376
226.html, 0.427
433.html, 0.082
434.html, 0.089
435.html, 0.098
436.html, 0.083
437.html, 0.106
447.html, 0.661
309.html, 0.507
118.html, 0.704
353.html, 0.314
279.html, 0.585
066.html, 1.280
027.html, 0.059
114.html, 0.335
115.html, 0.470
259.html, 0.437
270.html, 0.209
339.html, 0.058
375.html, 0.028
381.html, 0.628
384.html, 0.129
207.html, 0.493
365.html, 0.057
381.html, 0.157
397.html, 0.783
118.html, 1.409
002.html, 0.043
019.html, 0.060
027.html, 0.031
263.html, 0.166
339.html, 0.015
340.html, 0.015
349.html, 0.029
351.html, 0.012
353.html, 0.018
359.html, 0.014
362.html, 0.018
363.html, 0.016
364.html, 0.011
377.html, 0.015
381.html, 0.259
384.html, 0.068
397.html, 0.046
362.html, 0.155
375.html, 0.128
433.html, 0.046
434.html, 0.054
435.html, 0.018
436.html, 0.023
372.html, 0.271
343.html, 0.097
344.html, 0.025
348.html, 0.025
357.html, 0.058
358.html, 0.026
363.html, 0.028
364.html, 0.039
371.html, 0.031
376.html, 0.024
377.html, 0.025
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
433.html, 0.015
434.html, 0.018
435.html, 0.018
436.html, 0.023
341.html, 0.033
342.html, 0.015
344.html, 0.031
349.html, 0.030
353.html, 0.020
354.html, 0.016
355.html, 0.015
356.html, 0.078
358.html, 0.016
360.html, 0.030
363.html, 0.017
364.html, 0.024
370.html, 0.014
372.html, 0.017
375.html, 0.048
376.html, 0.030
368.html, 0.279
308.html, 0.199
338.html, 0.015
339.html, 0.018
341.html, 0.018
343.html, 0.021
346.html, 0.015
351.html, 0.013
353.html, 0.021
358.html, 0.017
359.html, 0.016
363.html, 0.037
364.html, 0.013
369.html, 0.080
373.html, 0.032
375.html, 0.017
348.html, 0.255
433.html, 0.012
434.html, 0.015
435.html, 0.015
436.html, 0.019
437.html, 0.017
360.html, 0.079
369.html, 0.080
374.html, 0.118
360.html, 0.236
342.html, 0.123
374.html, 0.176
351.html, 0.098
362.html, 0.155
353.html, 0.628
338.html, 0.221
363.html, 0.278
338.html, 0.111
349.html, 0.242
358.html, 0.258
369.html, 0.239
337.html, 0.115
358.html, 0.065
360.html, 0.177
376.html, 0.061
343.html, 0.107
349.html, 0.162
376.html, 0.081
343.html, 0.161
369.html, 0.119
272.html, 1.012
280.html, 0.163
283.html, 0.459
339.html, 0.053
342.html, 0.049
359.html, 0.048
276.html, 0.302
280.html, 0.204
283.html, 1.148
301.html, 0.279
347.html, 0.276
343.html, 0.161
356.html, 0.310
376.html, 0.243
341.html, 0.089
364.html, 0.065
369.html, 0.080
341.html, 0.266
150.html, 0.212
156.html, 0.107
236.html, 0.191
304.html, 0.062
342.html, 0.031
362.html, 0.039
364.html, 0.024
381.html, 0.078
007.html, 0.044
009.html, 0.128
043.html, 0.029
161.html, 0.156
181.html, 0.031
197.html, 0.110
223.html, 0.101
233.html, 0.080
375.html, 0.037
377.html, 0.036
385.html, 0.061
388.html, 0.071
394.html, 0.152
397.html, 0.056
022.html, 0.965
022.html, 1.931
247.html, 0.345
269.html, 0.242
388.html, 0.330
022.html, 0.161
249.html, 0.043
266.html, 0.096
267.html, 0.099
272.html, 0.084
290.html, 0.118
334.html, 0.102
382.html, 0.057
383.html, 0.096
395.html, 0.106
408.html, 0.586
427.html, 0.544
150.html, 1.694
362.html, 0.619
337.html, 0.307
344.html, 0.083
355.html, 0.082
353.html, 0.314
337.html, 0.092
338.html, 0.022
345.html, 0.026
346.html, 0.023
348.html, 0.025
358.html, 0.026
362.html, 0.062
365.html, 0.023
368.html, 0.056
372.html, 0.027
342.html, 0.049
345.html, 0.104
346.html, 0.137
368.html, 0.056
370.html, 0.045
337.html, 0.077
341.html, 0.044
343.html, 0.054
345.html, 0.043
359.html, 0.040
372.html, 0.045
341.html, 0.533
343.html, 0.161
345.html, 0.065
355.html, 0.062
357.html, 0.145
339.html, 0.263
339.html, 0.038
341.html, 0.076
347.html, 0.039
362.html, 0.044
363.html, 0.040
375.html, 0.037
377.html, 0.036
360.html, 0.236
342.html, 0.123
360.html, 0.118
336.html, 0.033
338.html, 0.027
340.html, 0.016
341.html, 0.008
342.html, 0.022
343.html, 0.020
344.html, 0.008
345.html, 0.008
346.html, 0.007
347.html, 0.033
348.html, 0.008
349.html, 0.015
350.html, 0.050
352.html, 0.031
353.html, 0.019
355.html, 0.015
358.html, 0.008
359.html, 0.029
361.html, 0.007
362.html, 0.028
363.html, 0.017
364.html, 0.006
365.html, 0.014
366.html, 0.040
368.html, 0.025
369.html, 0.014
370.html, 0.014
371.html, 0.009
372.html, 0.025
373.html, 0.022
374.html, 0.011
375.html, 0.023
377.html, 0.015
371.html, 0.312
363.html, 0.278
348.html, 0.255
343.html, 0.161
353.html, 0.157
363.html, 0.278
343.html, 0.322
346.html, 0.228
365.html, 0.686
360.html, 0.236
433.html, 0.037
434.html, 0.015
435.html, 0.029
436.html, 0.056
437.html, 0.035
433.html, 0.020
434.html, 0.024
436.html, 0.031
462.html, 0.761
461.html, 0.621
474.html, 2.307
462.html, 0.761
457.html, 2.028
462.html, 1.522
476.html, 0.638
479.html, 0.811
434.html, 0.036
437.html, 0.043
434.html, 0.024
435.html, 0.024
437.html, 0.029
445.html, 4.078
